,Name,Symbol,Date,Watching,Data2018,Rate,Price,Volume,FullyDilluted,CirculatingSupply
3486,dietbitcoin,DDX,2018-10-22T00:00:00.000Z,87,True,,,,,
3487,Pedity,PEDI,2018-10-23T00:00:00.000Z,38,True,,,,,
3488,Gravity,GZRO,2018-10-23T00:00:00.000Z,1518,True,1.2424844688343117,,,,
3489,Escroco Emerald,ESCE,2018-10-23T00:00:00.000Z,623,True,2.178998694757066,,,,
3490,Valuto,VLU,2018-10-23T00:00:00.000Z,630,True,1.13308488245756,,,,
3491,EZOOW,EZW,2018-10-23T00:00:00.000Z,445,True,15.918667915273675,,,,
3492,Vetri,VLD,2018-10-23T00:00:00.000Z,575,True,0.7826126004690069,,,,
3493,SAKECOIN,SAKE,2018-10-24T00:00:00.000Z,70,True,,,,,
3494,Rocketcoin,ROCK,2018-10-24T00:00:00.000Z,150,True,,,,,
3495,ModulTrade,MTRC,2018-10-24T00:00:00.000Z,59,True,,,,,
3496,Rookiecoin,RKC,2018-10-24T00:00:00.000Z,27,True,,,,,
3497,Bitcoin Zero,BZX,2018-10-24T00:00:00.000Z,1714,True,0.09334276600026609,,,,
3498,CapdaxToken,XCD,2018-10-24T00:00:00.000Z,73,True,,,,,
3499,Liquidity Network,LQD,2018-10-25T00:00:00.000Z,3045,True,0.07812427413381472,,,,
3500,Delizia,DELIZ,2018-10-25T00:00:00.000Z,41,True,,,,,
3501,CryptoSoul,SOUL,2018-10-25T00:00:00.000Z,2436,True,1.0108697345761368,,,,
3502,Molecule,MOL,2018-10-25T00:00:00.000Z,7,True,,,,,
3503,CommunityGeneration,CGEN,2018-10-25T00:00:00.000Z,989,True,5.679623507561046,,,,
3504,HondaisCoin,HNDC,2018-10-25T00:00:00.000Z,1129,True,0.0719568267351391,,,,
